UserID,CourseID,TransactionDate,Amount,UserAge,UserGender,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating
U00018,CR00029,1/20/2025,0,24,Female,Natural Language Processing,Machine Learning,Free,Beginner,0,16.33,1.13
U00013,CR00030,1/20/2025,0,33,Female,Reinforcement Learning,Machine Learning,Free,Intermediate,0,38.49,1.73
U00024,CR00033,9/27/2025,0,18,Female,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,0,48.25,3.93
U00004,CR00060,8/10/2025,0,23,Female,Content Creation,Digital Marketing,Free,Beginner,0,8.95,2.14
U00013,CR00060,11/26/2025,0,33,Female,Content Creation,Digital Marketing,Free,Beginner,0,8.95,2.14
U00004,CR00042,10/30/2025,0,23,Female,Investment Strategies,Finance,Free,Intermediate,0,34.83,4.1
U00008,CR00042,7/30/2025,0,33,Female,Investment Strategies,Finance,Free,Intermediate,0,34.83,4.1
U00005,CR00039,9/11/2025,346.71,21,Male,Project Planning,Project Management,Paid,Advanced,346.71,3.42,1.23
U00031,CR00052,10/21/2025,0,30,Male,JavaScript Mastery,Web Development,Free,Beginner,0,40.76,2.2
U00011,CR00053,3/28/2025,0,15,Female,React for Beginners,Web Development,Free,Advanced,0,40.07,2.67
U00021,CR00057,4/8/2025,177.34,15,Male,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89
U00033,CR00006,2/2/2025,276.37,25,Male,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72
U00034,CR00043,7/2/2025,0,32,Female,Corporate Finance,Finance,Free,Beginner,0,31.77,4.14
U00034,CR00046,4/20/2025,248.1,32,Female,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2
U00035,CR00028,5/17/2025,0.78,32,Male,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89
U00055,CR00058,4/29/2025,0,31,Female,Social Media Strategy,Digital Marketing,Free,Beginner,0,1.46,4.44
U00055,CR00057,5/17/2025,177.34,31,Female,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89
U00055,CR00014,9/21/2025,0,31,Female,Sales Mastery,Business,Free,Advanced,0,22.29,3.15
U00055,CR00016,6/2/2025,0,31,Female,Digital Marketing,Marketing,Free,Intermediate,0,42.68,4.72
U00055,CR00051,9/14/2025,37.89,31,Female,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3
U00036,CR00003,11/1/2025,0,24,Female,C++ for Beginners,Programming,Free,Beginner,0,19.53,3.85
U00037,CR00032,2/28/2025,0,31,Female,Ethical Hacking,Cybersecurity,Free,Advanced,0,16.74,2.38
U00037,CR00045,11/12/2025,0,31,Female,Financial Modeling,Finance,Free,Advanced,0,6.36,1.59
U00039,CR00039,3/1/2025,346.71,16,Female,Project Planning,Project Management,Paid,Advanced,346.71,3.42,1.23
U00040,CR00003,5/13/2025,0,15,Male,C++ for Beginners,Programming,Free,Beginner,0,19.53,3.85
U00071,CR00025,3/2/2025,299.57,30,Female,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74
U00071,CR00048,3/18/2025,0,30,Female,AI Ethics,Artificial Intelligence,Free,Beginner,0,42.7,3.64
U00071,CR00015,10/16/2025,285.05,30,Female,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96
U00041,CR00058,6/10/2025,0,19,Female,Social Media Strategy,Digital Marketing,Free,Beginner,0,1.46,4.44
U00041,CR00011,5/28/2025,326.02,19,Female,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69
U00042,CR00047,10/27/2025,89.59,32,Male,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68
U00043,CR00040,8/29/2025,327.99,31,Male,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51
U00083,CR00028,12/8/2025,0.78,16,Male,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89
U00083,CR00054,9/9/2025,0,16,Male,Backend Development with Node.js,Web Development,Free,Beginner,0,48.57,3.32
U00083,CR00044,9/21/2025,119.04,16,Male,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75
U00083,CR00040,11/15/2025,327.99,16,Male,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51
U00044,CR00025,5/19/2025,299.57,19,Male,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74
U00085,CR00035,11/11/2025,0,22,Female,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0,42.59,4.94
U00085,CR00053,6/15/2025,0,22,Female,React for Beginners,Web Development,Free,Advanced,0,40.07,2.67
U00085,CR00002,3/1/2025,0,22,Female,Java Programming,Programming,Free,Intermediate,0,37.7,2.43
U00049,CR00037,4/29/2025,0,32,Male,Scrum Essentials,Project Management,Free,Intermediate,0,33.93,3.45
U00050,CR00007,8/14/2025,0,33,Male,UI/UX Design,Design,Free,Advanced,0,48.68,2.61
U00109,CR00002,4/26/2025,0,15,Female,Java Programming,Programming,Free,Intermediate,0,37.7,2.43
U00109,CR00023,2/11/2025,0,15,Female,Machine Learning Fundamentals,Data Science,Free,Intermediate,0,9.71,3.02
U00109,CR00054,2/21/2025,0,15,Female,Backend Development with Node.js,Web Development,Free,Beginner,0,48.57,3.32
U00051,CR00009,7/25/2025,0,32,Female,Web Design Fundamentals,Design,Free,Beginner,0,48.19,4.51
U00052,CR00028,9/15/2025,0.78,25,Female,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89
U00053,CR00041,12/18/2025,53.86,34,Female,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47
U00112,CR00024,10/21/2025,117.68,34,Female,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57
U00112,CR00036,4/7/2025,0,34,Female,Agile Project Management,Project Management,Free,Beginner,0,15.75,4.68
U00112,CR00007,2/22/2025,0,34,Female,UI/UX Design,Design,Free,Advanced,0,48.68,2.61
U00112,CR00016,6/5/2025,0,34,Female,Digital Marketing,Marketing,Free,Intermediate,0,42.68,4.72
U00112,CR00023,2/25/2025,0,34,Female,Machine Learning Fundamentals,Data Science,Free,Intermediate,0,9.71,3.02
U00054,CR00050,3/12/2025,490.9,22,Female,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55
U00057,CR00012,6/10/2025,487.92,18,Male,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64
U00058,CR00024,4/10/2025,117.68,30,Female,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57
U00117,CR00008,10/15/2025,0,19,Female,Photoshop Mastery,Design,Free,Advanced,0,2.87,1.52
U00117,CR00027,8/3/2025,0,19,Female,Neural Networks,Machine Learning,Free,Advanced,0,9.3,1.81
U00117,CR00001,11/28/2025,472.28,19,Female,Python Basics,Programming,Paid,Beginner,472.28,11,4.74
U00059,CR00009,8/21/2025,0,32,Male,Web Design Fundamentals,Design,Free,Beginner,0,48.19,4.51
U00061,CR00031,5/5/2025,0,32,Female,Network Security,Cybersecurity,Free,Intermediate,0,26.52,1.91
U00126,CR00060,7/17/2025,0,23,Female,Content Creation,Digital Marketing,Free,Beginner,0,8.95,2.14
U00126,CR00036,10/1/2025,0,23,Female,Agile Project Management,Project Management,Free,Beginner,0,15.75,4.68
U00126,CR00050,1/6/2025,490.9,23,Female,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55
U00126,CR00028,4/16/2025,0.78,23,Female,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89
U00062,CR00003,11/26/2025,0,28,Female,C++ for Beginners,Programming,Free,Beginner,0,19.53,3.85
U00063,CR00004,1/22/2025,0,34,Female,Advanced Python,Programming,Free,Beginner,0,45.13,2.88
U00063,CR00025,2/3/2025,299.57,34,Female,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74
U00064,CR00006,9/8/2025,276.37,33,Female,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72
U00065,CR00053,1/15/2025,0,29,Male,React for Beginners,Web Development,Free,Advanced,0,40.07,2.67
U00128,CR00027,2/21/2025,0,35,Female,Neural Networks,Machine Learning,Free,Advanced,0,9.3,1.81
U00128,CR00054,12/10/2025,0,35,Female,Backend Development with Node.js,Web Development,Free,Beginner,0,48.57,3.32
U00128,CR00050,1/3/2025,490.9,35,Female,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55
U00066,CR00040,4/12/2025,327.99,26,Female,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51
U00067,CR00044,11/6/2025,119.04,28,Female,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75
U00068,CR00037,3/29/2025,0,32,Male,Scrum Essentials,Project Management,Free,Intermediate,0,33.93,3.45
U00133,CR00052,6/5/2025,0,21,Male,JavaScript Mastery,Web Development,Free,Beginner,0,40.76,2.2
U00133,CR00010,7/19/2025,0,21,Male,3D Modeling,Design,Free,Advanced,0,15.29,4.45
U00133,CR00041,10/10/2025,53.86,21,Male,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47
U00133,CR00055,7/5/2025,57.32,21,Male,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74
U00133,CR00004,3/24/2025,0,21,Male,Advanced Python,Programming,Free,Beginner,0,45.13,2.88
U00073,CR00028,6/23/2025,0.78,16,Male,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89
U00134,CR00055,2/11/2025,57.32,26,Female,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74
U00134,CR00012,12/29/2025,487.92,26,Female,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64
U00134,CR00030,8/17/2025,0,26,Female,Reinforcement Learning,Machine Learning,Free,Intermediate,0,38.49,1.73
U00134,CR00011,10/17/2025,326.02,26,Female,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69
U00075,CR00010,11/12/2025,0,22,Male,3D Modeling,Design,Free,Advanced,0,15.29,4.45
U00077,CR00020,8/30/2025,0,20,Male,Email Marketing,Marketing,Free,Intermediate,0,46.25,4.11
U00144,CR00032,12/28/2025,0,24,Female,Ethical Hacking,Cybersecurity,Free,Advanced,0,16.74,2.38
U00144,CR00020,10/3/2025,0,24,Female,Email Marketing,Marketing,Free,Intermediate,0,46.25,4.11
U00144,CR00042,7/13/2025,0,24,Female,Investment Strategies,Finance,Free,Intermediate,0,34.83,4.1
U00144,CR00012,3/18/2025,487.92,24,Female,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64
U00078,CR00020,4/9/2025,0,32,Female,Email Marketing,Marketing,Free,Intermediate,0,46.25,4.11
U00079,CR00035,10/4/2025,0,28,Male,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0,42.59,4.94
U00080,CR00004,5/21/2025,0,35,Female,Advanced Python,Programming,Free,Beginner,0,45.13,2.88
U00081,CR00008,7/9/2025,0,18,Female,Photoshop Mastery,Design,Free,Advanced,0,2.87,1.52
U00147,CR00007,9/2/2025,0,30,Male,UI/UX Design,Design,Free,Advanced,0,48.68,2.61
U00147,CR00021,12/3/2025,0,30,Male,Data Analysis with Python,Data Science,Free,Intermediate,0,1.2,3.6
U00147,CR00044,9/30/2025,119.04,30,Male,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75
U00147,CR00001,11/14/2025,472.28,30,Male,Python Basics,Programming,Paid,Beginner,472.28,11,4.74
U00084,CR00040,2/11/2025,327.99,20,Male,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51
U00149,CR00021,3/11/2025,0,17,Female,Data Analysis with Python,Data Science,Free,Intermediate,0,1.2,3.6
U00149,CR00032,2/24/2025,0,17,Female,Ethical Hacking,Cybersecurity,Free,Advanced,0,16.74,2.38
U00149,CR00049,7/6/2025,415.51,17,Female,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11
U00088,CR00048,1/26/2025,0,23,Male,AI Ethics,Artificial Intelligence,Free,Beginner,0,42.7,3.64
U00152,CR00033,5/12/2025,0,19,Female,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,0,48.25,3.93
U00152,CR00001,11/5/2025,472.28,19,Female,Python Basics,Programming,Paid,Beginner,472.28,11,4.74
U00152,CR00008,4/20/2025,0,19,Female,Photoshop Mastery,Design,Free,Advanced,0,2.87,1.52
U00089,CR00026,5/16/2025,0,30,Male,Intro to Machine Learning,Machine Learning,Free,Intermediate,0,47.7,4.73
U00090,CR00037,11/17/2025,0,34,Male,Scrum Essentials,Project Management,Free,Intermediate,0,33.93,3.45
U00091,CR00043,10/30/2025,0,35,Male,Corporate Finance,Finance,Free,Beginner,0,31.77,4.14
U00161,CR00024,6/27/2025,117.68,25,Female,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57
U00161,CR00042,3/11/2025,0,25,Female,Investment Strategies,Finance,Free,Intermediate,0,34.83,4.1
U00161,CR00008,4/16/2025,0,25,Female,Photoshop Mastery,Design,Free,Advanced,0,2.87,1.52
U00161,CR00054,10/7/2025,0,25,Female,Backend Development with Node.js,Web Development,Free,Beginner,0,48.57,3.32
U00093,CR00015,6/23/2025,285.05,16,Male,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96
U00094,CR00025,2/11/2025,299.57,27,Male,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74
U00095,CR00046,6/6/2025,248.1,20,Male,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2
U00166,CR00002,1/3/2025,0,33,Male,Java Programming,Programming,Free,Intermediate,0,37.7,2.43
U00166,CR00004,7/11/2025,0,33,Male,Advanced Python,Programming,Free,Beginner,0,45.13,2.88
U00166,CR00020,12/11/2025,0,33,Male,Email Marketing,Marketing,Free,Intermediate,0,46.25,4.11
U00166,CR00018,10/30/2025,0,33,Male,Social Media Marketing,Marketing,Free,Advanced,0,15.44,2.01
U00097,CR00027,7/10/2025,0,25,Male,Neural Networks,Machine Learning,Free,Advanced,0,9.3,1.81
U00097,CR00032,7/7/2025,0,25,Male,Ethical Hacking,Cybersecurity,Free,Advanced,0,16.74,2.38
U00098,CR00010,5/26/2025,0,31,Male,3D Modeling,Design,Free,Advanced,0,15.29,4.45
U00099,CR00025,8/22/2025,299.57,29,Female,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74
U00169,CR00013,4/20/2025,0,24,Male,Finance for Startups,Business,Free,Advanced,0,15.84,2
U00169,CR00044,4/29/2025,119.04,24,Male,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75
U00169,CR00034,11/24/2025,394.26,24,Male,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35
U00169,CR00027,2/15/2025,0,24,Male,Neural Networks,Machine Learning,Free,Advanced,0,9.3,1.81
U00100,CR00060,9/21/2025,0,32,Female,Content Creation,Digital Marketing,Free,Beginner,0,8.95,2.14
U00101,CR00047,3/7/2025,89.59,15,Female,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68
U00102,CR00025,10/1/2025,299.57,32,Male,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74
U00103,CR00013,2/16/2025,0,30,Female,Finance for Startups,Business,Free,Advanced,0,15.84,2
U00173,CR00016,4/3/2025,0,31,Male,Digital Marketing,Marketing,Free,Intermediate,0,42.68,4.72
U00173,CR00029,7/26/2025,0,31,Male,Natural Language Processing,Machine Learning,Free,Beginner,0,16.33,1.13
U00173,CR00048,9/13/2025,0,31,Male,AI Ethics,Artificial Intelligence,Free,Beginner,0,42.7,3.64
U00104,CR00041,10/29/2025,53.86,19,Male,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47
U00105,CR00025,7/21/2025,299.57,27,Male,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74
U00106,CR00060,10/22/2025,0,19,Male,Content Creation,Digital Marketing,Free,Beginner,0,8.95,2.14
U00106,CR00055,12/1/2025,57.32,19,Male,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74
U00177,CR00021,11/24/2025,0,29,Female,Data Analysis with Python,Data Science,Free,Intermediate,0,1.2,3.6
U00177,CR00006,4/9/2025,276.37,29,Female,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72
U00177,CR00060,9/30/2025,0,29,Female,Content Creation,Digital Marketing,Free,Beginner,0,8.95,2.14
U00177,CR00002,3/19/2025,0,29,Female,Java Programming,Programming,Free,Intermediate,0,37.7,2.43
U00177,CR00055,4/14/2025,57.32,29,Female,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74
U00107,CR00003,7/26/2025,0,18,Female,C++ for Beginners,Programming,Free,Beginner,0,19.53,3.85
U00110,CR00012,12/5/2025,487.92,26,Female,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64
U00111,CR00060,6/28/2025,0,24,Male,Content Creation,Digital Marketing,Free,Beginner,0,8.95,2.14
U00178,CR00021,6/24/2025,0,20,Male,Data Analysis with Python,Data Science,Free,Intermediate,0,1.2,3.6
U00178,CR00048,8/14/2025,0,20,Male,AI Ethics,Artificial Intelligence,Free,Beginner,0,42.7,3.64
U00178,CR00023,2/8/2025,0,20,Male,Machine Learning Fundamentals,Data Science,Free,Intermediate,0,9.71,3.02
U00178,CR00014,5/16/2025,0,20,Male,Sales Mastery,Business,Free,Advanced,0,22.29,3.15
U00113,CR00039,4/14/2025,346.71,19,Male,Project Planning,Project Management,Paid,Advanced,346.71,3.42,1.23
U00114,CR00032,2/22/2025,0,22,Female,Ethical Hacking,Cybersecurity,Free,Advanced,0,16.74,2.38
U00191,CR00043,8/28/2025,0,34,Male,Corporate Finance,Finance,Free,Beginner,0,31.77,4.14
U00191,CR00058,6/4/2025,0,34,Male,Social Media Strategy,Digital Marketing,Free,Beginner,0,1.46,4.44
U00191,CR00056,6/8/2025,212.39,34,Male,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15
U00116,CR00008,4/27/2025,0,31,Male,Photoshop Mastery,Design,Free,Advanced,0,2.87,1.52
U00118,CR00013,3/12/2025,0,28,Female,Finance for Startups,Business,Free,Advanced,0,15.84,2
U00192,CR00054,5/30/2025,0,17,Male,Backend Development with Node.js,Web Development,Free,Beginner,0,48.57,3.32
U00192,CR00014,11/14/2025,0,17,Male,Sales Mastery,Business,Free,Advanced,0,22.29,3.15
U00192,CR00060,9/6/2025,0,17,Male,Content Creation,Digital Marketing,Free,Beginner,0,8.95,2.14
U00192,CR00043,4/21/2025,0,17,Male,Corporate Finance,Finance,Free,Beginner,0,31.77,4.14
U00192,CR00004,11/3/2025,0,17,Male,Advanced Python,Programming,Free,Beginner,0,45.13,2.88
U00119,CR00055,6/11/2025,57.32,28,Male,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74
U00120,CR00054,4/9/2025,0,15,Male,Backend Development with Node.js,Web Development,Free,Beginner,0,48.57,3.32
U00120,CR00049,3/6/2025,415.51,15,Male,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11
U00121,CR00040,11/22/2025,327.99,27,Female,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51
U00121,CR00028,6/8/2025,0.78,27,Female,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89
U00123,CR00025,5/2/2025,299.57,18,Female,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74
U00123,CR00055,10/21/2025,57.32,18,Female,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74
U00198,CR00041,2/16/2025,53.86,30,Female,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47
U00198,CR00016,8/27/2025,0,30,Female,Digital Marketing,Marketing,Free,Intermediate,0,42.68,4.72
U00198,CR00032,4/21/2025,0,30,Female,Ethical Hacking,Cybersecurity,Free,Advanced,0,16.74,2.38
U00198,CR00020,6/20/2025,0,30,Female,Email Marketing,Marketing,Free,Intermediate,0,46.25,4.11
U00124,CR00056,9/7/2025,212.39,19,Female,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15
U00124,CR00046,2/28/2025,248.1,19,Female,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2
U00208,CR00036,3/24/2025,0,18,Female,Agile Project Management,Project Management,Free,Beginner,0,15.75,4.68
U00208,CR00013,6/18/2025,0,18,Female,Finance for Startups,Business,Free,Advanced,0,15.84,2
U00208,CR00052,8/22/2025,0,18,Female,JavaScript Mastery,Web Development,Free,Beginner,0,40.76,2.2
U00208,CR00047,10/29/2025,89.59,18,Female,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68
U00208,CR00025,3/16/2025,299.57,18,Female,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74
U00129,CR00049,1/23/2025,415.51,19,Male,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11
U00129,CR00059,3/19/2025,0,19,Male,Affiliate Marketing,Digital Marketing,Free,Intermediate,0,5.95,4.66
U00130,CR00046,1/16/2025,248.1,17,Male,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2
U00131,CR00014,10/24/2025,0,19,Male,Sales Mastery,Business,Free,Advanced,0,22.29,3.15
U00132,CR00029,10/21/2025,0,22,Male,Natural Language Processing,Machine Learning,Free,Beginner,0,16.33,1.13
U00216,CR00059,3/16/2025,0,23,Male,Affiliate Marketing,Digital Marketing,Free,Intermediate,0,5.95,4.66
U00216,CR00054,11/29/2025,0,23,Male,Backend Development with Node.js,Web Development,Free,Beginner,0,48.57,3.32
U00216,CR00036,5/8/2025,0,23,Male,Agile Project Management,Project Management,Free,Beginner,0,15.75,4.68
U00216,CR00024,5/1/2025,117.68,23,Male,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57
